"category","question","answer"
"Music","Who is the lead singer of limp bizkit?","Fred Durst"
"Music","Who invented the synthesiser ?","Bob Moog"
"Music","Who is the only singer to have no.1 hits in the 50's, 60's, 70's, 80's and 90's?","Cliff Richard"
"Music","Who wanted 'a new drug'?","Huey Lewis and The News"
"Music",""Joy to the World" was a hit in 1971 for what band with three lead vocalists?","Three Dog Night"
"Music","The initials of the band NIN stand for?","Nine Inch Nails"
"Music","What song did Elton John and George Michael sing as a duet?","Don't Let The Sun Go Down On Me"
"Music","Who is the lead singer of the Rolling Stones?","Mick Jagger"
"Music","Who produced 'Sgt Pepper's Lonely Hearts Club Band'?","George Martin"
"Music","Who was a member of 'Crosby, Stills and Nash' and 'The Hollies'?","Graham Nash"
"Music","Besides 'Auld Lang Syne' and 'For He's a Jolly Good Fellow', what is the most frequently sung song in English?","Happy Birthday"
"Music","In 1968, who released 'Carnival of life' and 'Recital'?","Lee Michaels"
"Music","The key of A major has ___ sharps.","three"
"Music","What song was originally 'Good Morning To You' before the words were changed and it was published in 1935?","Happy Birthday To You"
"Music","Who is the lead vocalist of U2?","Bono"
"Music","Who recorded 'A Boy Named Sue'?","Johnny Cash"
"Music","Who was the Indian maiden in Johnny Preston's 'Running Bear'?","Little White Dove"
"Music","Fifties rock 'n roll was revived by what greased hair, T-shirted, TV frequenting group?","Sha Na Na"
"Music","In 1981, who won song of the year with 'Sailing'?","Christopher Cross"
"Music","The standard major scale is also known as the _______ mode.","Ionian"
"Music","What song's words were changed and then published in 1935 as 'Happy Birthday To You'?","Good Morning To You"
"Music","Who sang 'Mull of Kintyre'?","Wings"
"Music","Who released 'Time, Love and Tenderness' in 1981?","Michael Bolton"
"Music","Who was the oldest member of The Beatles?","Ringo Starr"
"Music","Jerry Lee Lewis had Great ····· Of Fire.","balls!"
"Music","In 1987, who released her second album 'Solitude Standing'?","Suzanne Vega"
"Music","This band's highly original video for 'Whip it,' characterized by red flower pot hats was criticized for being both sado-masochistic and racist.","Devo"
"Music","What was Elvis Presley's twin brother's name?","Garon"
"Music","Who recorded the 1969 hit 'Space Oddity'?","David Bowie"
"Music","who is Steveland Morris better known as?","Stevie Wonder"
"Music","Who released 'Tuesday Night Music Club' in 1993?","Sheryl Crow"
"Music","Who was the first female to enter the Billboard charts in 1985?","Whitney Houston"
"Music","Name Jerry Garcia's long lived group.","The Grateful Dead"
"Music","In a 1976 release, who wanted to 'fly like an eagle'?","Steve Miller Band"
"Music","This band's highly original video for 'Whip it,' characterized by red flower pot hats was criticized for being both sado-masochistic and racist?","Devo"
"Music","What was Jethro Tull before donating his name to a British epic rock group?","agriculturist"
"Music","Who sang Puff The Magic Dragon?","Peter, Paul and Mary"
"Music","Who is Declan Patrick McManus better known as?","Elvis Costello"
"Music","Who released a chart-busting album in 1976 which featured 'The Lido Shuffle'?","Boz Scaggs"
"Music","Who was the only songwriter to win the Eurovision Song Contest twice?","Johnny Logan"
"Music","The Who's rock musical stars Elton John.  It's called ········.","Tommy"
"Music","In late 1957, Buddy Holly's solo release 'Peggy Sue' challenged which song recorded with The Crickets?","Oh Boy"
"Music","This electronic instrument's creator was surnamed Moog, and his models are worth a fortune! Other brands include Roland, Korg, and Casio.","synthesizer"
"Music","What was the average age of United States soldiers in the Vietnam war?","nineteen"
"Music","Andre Rieu and the Johann Strauss Orchestra are famous for what musical love piece","Romeo and Juliet"
"Music","Who sang the song "Pretty Woman?"","Roy Orbison"
"Music","What job was Sting before he was a rock star?","Teacher"
"Music","Who released the double album 'Goodbye Yellow Brick Road' in 1973?","Elton John"
"Music","This term means to play smoothly?","Legato"
"Music","Who wrote the opera 'The Giant'?","Sergei Prokofiev"
"Music","This female artist enjoyed sucess on both popular and country & western stations with such tunes as "Let Me Be There" and "Have You Never Been Mellow."","Olivia Newton-John"
"Music","In the opera 'Don Giovanni', what was Leporello?","servant"
"Music","What was the first CD pressed in the USA?","Born In The USA"
"Music","Who sings "Imitation Of Life"?","R.E.M."
"Music","Whats the smallest size grand piano?","A Baby Grand"
"Music","Who sang 'All Right Now'?","Free"
"Music","Who wrote 'Roll Over Beethoven'?","Chuck Berry"
"Music","Through 1963 this duo's total record sales exceeded 18 million with successes including "Cathy's Clown" and "Wake Up Little Suzie".","The Everly Brothers"
"Music","In which Verdi opera does Violetta sing 'Sempre Libera'?","La Traviata"
"Music","This gypsy swing guitarist nearly had his left hand destroyed by fire as a child?","Django Reinhardt"
"Music","What was the original name of Paul McCartney's fictional church cleaner 'Eleanor Rigby'?","Miss Daisy Hawkins"
"Music","Who wrote Tubular Bells?","Mike Oldfield"
"Music","What was Eric Claptons Nick Name?","Slowhand"
"Music","Who sang 'Any Way You Want Me'?","Elvis Presley"
"Music","Who wrote the opera 'The Masked Ball'?","Giuseppe Verdi"
"Music","What band recorded the 1978 hit album: "Briefcase Full of Blues"?","The Blues Brothers"
"Music","A __________ helps to set and maintain your tempo while playing.","metronome"
"Music","In which opera does Leporello entertain a vengeful jilted lover?","Don Giovanni"
"Music","This term means to play crisply, with the notes separated?","staccato"
"Music","Where did George Harrison discover gold?","Witwatersrand"
"Music","Who was the frontman of Nirvana?","Kurt Cobain"
"Music","What is a Hurdy-Gurdy?","A Fiddle"
"Music","Who sang 'Bad Case Of Loving You'?","Robert Palmer"
"Music","What composer was working on his 10th symphony at the time of his death?","Ludwig van Beethoven"
"Music","Who wrote the song 'Do They Know It's Christmas' with Midge Ure?","Bob Geldof"
"Music","What city is also known as Music City, U.S.A.?","Nashville"
"Music","A set of graduated steel bars set in a frame and hit with a hammer, used in the orchestra.","Glockenspiel"
"Music","In which year was George Jones inducted into the Country Music Hall of Fame?","1992"
"Music","This term means to play moderately slow and gracefully?","adagio"
"Music","With which period in music do we associate composers such as Beethoven, Mozart and Haydn?","Classical period"
"Music","Who sang 'Beat It'?","Michael Jackson"
"Music","To gradually decrease in volume?","Decrescendo"
"Music","Who's first release was 'Talking Heads 77'?","Psycho Killer"
"Music","What country singer/songwriter (and sometimes actor) is known as "the country outlaw"?","Willie Nelson"
"Music","An arrangement for five performers is called a:","quintet"
"Music","R. Kelly sings: 'If I can see it then I can do it, if I just believe it, there's nothing to it'. What's the song title?","I Believe I Can Fly"
"Music","Michael di Lorenzo was one of the lead dancers on which Michael Jackson video?","Beat It"
"Music","This term means to play smoothly.","legato"
"Music","Where is the Rock and Roll Hall Of Fame?","Cleveland, Ohio"
"Music","With which period in music do we associate composers such as Tchaikovsky, Mendelssohn, and Chopin?","Romantic period"
"Music","Who sang 'Beauty and the Beast'?","Celine Dion"
"Music","····· in the name of love?","Stop"
"Music","What entertainer is allowing one of his songs to be used in a government campaign to beat drunk driving?","Michael Jackson"
"Music","Band: " ......... And the Bad Seeds"","Nick Cave"
"Music","Randy Travis said his love was 'deeper than the ······'?","holler"
"Music","To gradually decrease in volume.","decrescendo"
"Music","Which 1960's group sang a song inspired by 'Alice In Wonderland'?","The Jefferson Airplane"
"Music","With which period in music do we associate with composers such as Bach, Handel and Vivaldi?","Baroque Period"
"Music","Who sang 'Born In The USA'?","Bruce Springsteen"
"Music","What license plate number is on the Volkswagon on the cover of The Beatles' 'Abbey Road' Album?","281F"
"Music","What famous classical composer continued to compose great music after becoming deaf?","Ludwig van Beethoven"
"Music","Band: Elvis Costello and the ........... ?","Attractions"
"Music","Savage Garden took 13 nominations and 10 wins at which awards?","ARIA awards"
"Music","To play music smoothly?","legato"
"Music","Which 1980's Pink Floyd album was made into a film that starred Bob Geldof, and featured the artwork of cartoonist Gerald Scarfe?","The Wall"
"Music","What is the name of the Indian musical instrument made popular in western rock by The Beatles and Ravi Shankar?","sitar"
"Music","Who sang 'Forever and Ever, Amen'?","Randy Travis"
"Music","What famous singer was known to give automobiles to complete strangers?","Elvis Presley"
"Music","Beethoven's Sixth Symphony shares it's popular name with a method of animal farming. What is it?","Pastoral"
"Music","Singer Paula ······?","Abdul"
"Music","What do the initials of the band NIN stand for?","Nine Inch Nails"
"Music","Which Australian duo took 13 nominations and 10 wins at the ARIA awards?","Savage Garden"
"Music","What do the initials B.B. stand for in B.B. King's name?","Blues Boy"
"Music","Who sang 'Good Morning To You?","Mildred and Patty Hill"
"Music","'The Who' had a guiness world record for what?","Loudest Band"
"Music","What group refused to have their pictures taken while they were not in their makeup?","Kiss"
"Music","Composer of the Brandenburg Concerti: J.S. ----","Bach"
"Music","Sung by Robert Palmer, '······ to love'?","Addicted"
"Music","What does the Italian term "poco a poco" mean?","little by little"
"Music","Which Elton John song was re-recorded as a requiem for Lady Diana Spencer?","Candle In The Wind"
"Music","Who is Gordon Sumner better known as?","Sting"
"Music","Which Beatle wrote The Octopus's song?","Ringo Starr"
"Music","Who sang 'I'm A Believer'?","Monkees"
"Music","The Hard Rock Cafe is named after a song by what band?","The Doors"
"Music","'Hang On Sloopy' was the official rock song of which band?","Ohio"
"Music","What Procol Harem tune was based on the Bach cantata "Sleepers Awake"?","A Whiter Shade of Pale"
"Music","French impressionist Claude -------","Debussy"
"Music","The first Eurovision Song Contest was in 1951, 1956 or 1958?","1956"
"Music","What kind of eyes did the girl in "Lucy In The Sky With Diamonds" have?","kaleidoscope"
"Music","Which country and western singer is known as the 'okie from muskogee'?","Merle Haggard"
"Music","Who sang 'In The Air Tonight'?","Phil Collins"
"Music","On what LP Cover can we read the words 'Welcome Rolling Stones'?","Sergeant Pepper´s Lonely Hearts Club Band"
"Music","'White Room' was a hit off which Eric Clapton album?","Cream"
"Music","What song did Aretha Franklin sing in "The Blues Brothers"?","Think"
"Music","He wrote the operas "The Magic Flute" and "The Marriage of Figaro"","Wolfgang Amadeus Mozart"
"Music","What Don Mclean song laments the day Buddy Holly died?","American Pie"
"Music","What is the term used for 'slowly' in music?","lento"
"Music","Which singer is a former school teacher?","Sheryl Crow"
"Music","Who sang 'Islands In The Stream' with Dolly Parton?","Kenny Rogers"
"Music","As what is Merle Haggard also known as?","Okie from Muskogee"
"Music","What was Elvis Presley's wife's name?","Priscilla"
"Music","How many flats are in the key of B flat major?","two"
"Music","What are the separators on a guitar neck called?","frets"
